postal_code,locality,municipality_code,municipality_name,county_code,county_name
28302,Lönsboda,,,,"Skåne län"
28321,Osby,,,,"Skåne län"
28322,Osby,,,,"Skåne län"
28323,Osby,,,,"Skåne län"
28331,Osby,,,,"Skåne län"
28332,Osby,,,,"Skåne län"
28333,Osby,,,,"Skåne län"
28334,Osby,,,,"Skåne län"
28335,Osby,,,,"Skåne län"
28336,Osby,,,,"Skåne län"
28341,Osby,,,,"Skåne län"
28342,Osby,,,,"Skåne län"
28343,Osby,,,,"Skåne län"
28344,Osby,,,,"Skåne län"
28345,Osby,,,,"Skåne län"
28350,Osby,,,,"Skåne län"
28371,Lönsboda,,,,"Skåne län"
28372,Lönsboda,,,,"Skåne län"
28376,Killeberg,,,,"Skåne län"
28380,Osby,,,,"Skåne län"
28383,Osby,,,,"Skåne län"
28391,Osby,,,,"Skåne län"
28393,Lönsboda,,,,"Skåne län"
28394,Lönsboda,,,,"Skåne län"
28395,Visseltofta,,,,"Skåne län"
28396,Killeberg,,,,"Skåne län"
28904,Glimåkra,,,,"Skåne län"
28946,Glimåkra,,,,"Skåne län"
28947,Glimåkra,,,,"Skåne län"
28994,Glimåkra,,,,"Skåne län"
28401,Perstorp,,,,"Skåne län"
28421,Perstorp,,,,"Skåne län"
28422,Perstorp,,,,"Skåne län"
28431,Perstorp,,,,"Skåne län"
28432,Perstorp,,,,"Skåne län"
28433,Perstorp,,,,"Skåne län"
28434,Perstorp,,,,"Skåne län"
28435,Perstorp,,,,"Skåne län"
28436,Perstorp,,,,"Skåne län"
28437,Perstorp,,,,"Skåne län"
28438,Perstorp,,,,"Skåne län"
28480,Perstorp,,,,"Skåne län"
28485,Perstorp,,,,"Skåne län"
28491,Perstorp,,,,"Skåne län"
28492,Perstorp,,,,"Skåne län"
26023,Kågeröd,,,,"Skåne län"
26070,Ljungbyhed,,,,"Skåne län"
26401,Klippan,,,,"Skåne län"
26402,"Östra Ljungby",,,,"Skåne län"
26403,Ljungbyhed,,,,"Skåne län"
26421,Klippan,,,,"Skåne län"
26422,Klippan,,,,"Skåne län"
26423,Klippan,,,,"Skåne län"
26431,Klippan,,,,"Skåne län"
26432,Klippan,,,,"Skåne län"
26433,Klippan,,,,"Skåne län"
26434,Klippan,,,,"Skåne län"
26435,Klippan,,,,"Skåne län"
26436,Klippan,,,,"Skåne län"
26437,Klippan,,,,"Skåne län"
26438,Klippan,,,,"Skåne län"
26439,Klippan,,,,"Skåne län"
26451,Ljungbyhed,,,,"Skåne län"
26452,Ljungbyhed,,,,"Skåne län"
26453,Ljungbyhed,,,,"Skåne län"
26454,Ljungbyhed,,,,"Skåne län"
26470,Klippan,,,,"Skåne län"
26471,"Östra Ljungby",,,,"Skåne län"
26480,Klippan,,,,"Skåne län"
26491,Klippan,,,,"Skåne län"
26492,Klippan,,,,"Skåne län"
26493,Klippan,,,,"Skåne län"
26494,Klippan,,,,"Skåne län"
26805,Kågeröd,,,,"Skåne län"
26876,Kågeröd,,,,"Skåne län"
26877,Kågeröd,,,,"Skåne län"
26878,Kågeröd,,,,"Skåne län"
26060,Kvidinge,,,,"Skåne län"
26061,Hyllinge,,,,"Skåne län"
26501,Åstorp,,,,"Skåne län"
26502,Kvidinge,,,,"Skåne län"
26503,Hyllinge,,,,"Skåne län"
26521,Åstorp,,,,"Skåne län"
26522,Åstorp,,,,"Skåne län"
26524,Åstorp,,,,"Skåne län"
26525,Åstorp,,,,"Skåne län"
26530,Åstorp,,,,"Skåne län"
26531,Åstorp,,,,"Skåne län"
26532,Åstorp,,,,"Skåne län"
26533,Åstorp,,,,"Skåne län"
26534,Åstorp,,,,"Skåne län"
26535,Åstorp,,,,"Skåne län"
26536,Åstorp,,,,"Skåne län"
26537,Åstorp,,,,"Skåne län"
26538,Åstorp,,,,"Skåne län"
26539,Åstorp,,,,"Skåne län"
26540,Åstorp,,,,"Skåne län"
26550,Nyvång,,,,"Skåne län"
26571,Kvidinge,,,,"Skåne län"
26572,Kvidinge,,,,"Skåne län"
26574,Hyllinge,,,,"Skåne län"
26575,Hyllinge,,,,"Skåne län"
26580,Åstorp,,,,"Skåne län"
26581,Åstorp,,,,"Skåne län"
26582,Åstorp,,,,"Skåne län"
26590,Åstorp,,,,"Skåne län"
26092,Förslöv,,,,"Skåne län"
26093,Torekov,,,,"Skåne län"
26901,Båstad,,,,"Skåne län"
26902,Grevie,,,,"Skåne län"
26904,Torekov,,,,"Skåne län"
26921,Båstad,,,,"Skåne län"
26922,Båstad,,,,"Skåne län"
26925,Båstad,,,,"Skåne län"
26931,Båstad,,,,"Skåne län"
26932,Båstad,,,,"Skåne län"
26933,Båstad,,,,"Skåne län"
26934,Båstad,,,,"Skåne län"
26935,Båstad,,,,"Skåne län"
26936,Båstad,,,,"Skåne län"
26937,Båstad,,,,"Skåne län"
26938,Båstad,,,,"Skåne län"
26939,Båstad,,,,"Skåne län"
26940,Båstad,,,,"Skåne län"
26941,"Östra Karup",,,,"Skåne län"
26942,Båstad,,,,"Skåne län"
26943,Båstad,,,,"Skåne län"
26944,Båstad,,,,"Skåne län"
26962,Grevie,,,,"Skåne län"
26974,"Västra Karup",,,,"Skåne län"
26976,Torekov,,,,"Skåne län"
26977,Torekov,,,,"Skåne län"
26978,Torekov,,,,"Skåne län"
26980,Båstad,,,,"Skåne län"
26981,Båstad,,,,"Skåne län"
26982,Båstad,,,,"Skåne län"
26983,Båstad,,,,"Skåne län"
26984,Båstad,,,,"Skåne län"
26991,Båstad,,,,"Skåne län"
26992,Båstad,,,,"Skåne län"
26993,Båstad,,,,"Skåne län"
26994,Båstad,,,,"Skåne län"
26995,Båstad,,,,"Skåne län"
26996,Båstad,,,,"Skåne län"
23291,Arlöv,,,,"Skåne län"
23801,Oxie,,,,"Skåne län"
23821,Oxie,,,,"Skåne län"
23822,Oxie,,,,"Skåne län"
23823,Oxie,,,,"Skåne län"
23830,Oxie,,,,"Skåne län"
23831,Oxie,,,,"Skåne län"
23832,Oxie,,,,"Skåne län"
23833,Oxie,,,,"Skåne län"
23834,Oxie,,,,"Skåne län"
23835,Oxie,,,,"Skåne län"
23836,Oxie,,,,"Skåne län"
23837,Oxie,,,,"Skåne län"
23838,Oxie,,,,"Skåne län"
23839,Oxie,,,,"Skåne län"
23840,Oxie,,,,"Skåne län"
23841,Oxie,,,,"Skåne län"
23842,Oxie,,,,"Skåne län"
23843,Oxie,,,,"Skåne län"
24010,Dalby,,,,"Skåne län"
24012,Torna-Hällestad,,,,"Skåne län"
24013,Genarp,,,,"Skåne län"
24014,Veberöd,,,,"Skåne län"
24700,Dalby,,,,"Skåne län"
24701,"Södra Sandby",,,,"Skåne län"
24719,"Södra Sandby",,,,"Skåne län"
24721,"Södra Sandby",,,,"Skåne län"
24722,"Södra Sandby",,,,"Skåne län"
24723,"Södra Sandby",,,,"Skåne län"
24724,Dalby,,,,"Skåne län"
24725,"Södra Sandby",,,,"Skåne län"
24726,Veberöd,,,,"Skåne län"
24727,Genarp,,,,"Skåne län"
24728,Genarp,,,,"Skåne län"
24731,"Södra Sandby",,,,"Skåne län"
24732,"Södra Sandby",,,,"Skåne län"
24733,"Södra Sandby",,,,"Skåne län"
24734,"Södra Sandby",,,,"Skåne län"
24735,"Södra Sandby",,,,"Skåne län"
24736,"Södra Sandby",,,,"Skåne län"
24741,"Södra Sandby",,,,"Skåne län"
24745,Torna-häkkestad,,,,"Skåne län"
24750,Dalby,,,,"Skåne län"
24751,Dalby,,,,"Skåne län"
24752,Dalby,,,,"Skåne län"
24753,Dalby,,,,"Skåne län"
24754,Dalby,,,,"Skåne län"
24755,Dalby,,,,"Skåne län"
24756,Dalby,,,,"Skåne län"
24760,Veberöd,,,,"Skåne län"
24761,Veberöd,,,,"Skåne län"
24762,Veberöd,,,,"Skåne län"
24763,Veberöd,,,,"Skåne län"
24764,Veberöd,,,,"Skåne län"
24770,Genarp,,,,"Skåne län"
24771,Genarp,,,,"Skåne län"
24772,Genarp,,,,"Skåne län"
24781,"Södra Sandby",,,,"Skåne län"
24782,"Södra Sandby",,,,"Skåne län"
24791,"Södra Sandby",,,,"Skåne län"
24792,"Södra Sandby",,,,"Skåne län"
24794,Dalby,,,,"Skåne län"
24795,Torna-Hällestad,,,,"Skåne län"
24796,Veberöd,,,,"Skåne län"
24798,Genarp,,,,"Skåne län"
24799,Genarp,,,,"Skåne län"
26013,"Sankt Ibb",,,,"Skåne län"
26021,Billeberga,,,,"Skåne län"
26100,Landskrona,,,,"Skåne län"
26103,Landskrona,,,,"Skåne län"
26104,Landskrona,,,,"Skåne län"
26106,Landskrona,,,,"Skåne län"
26107,Asmundtorp,,,,"Skåne län"
26108,Glumslöv,,,,"Skåne län"
26122,Landskrona,,,,"Skåne län"
26123,Landskrona,,,,"Skåne län"
26124,Landskrona,,,,"Skåne län"
26125,Landskrona,,,,"Skåne län"
26126,Landskrona,,,,"Skåne län"
26127,Landskrona,,,,"Skåne län"
26129,Landskrona,,,,"Skåne län"
26131,Landskrona,,,,"Skåne län"
26132,Landskrona,,,,"Skåne län"
26133,Landskrona,,,,"Skåne län"
26134,Landskrona,,,,"Skåne län"
26135,Landskrona,,,,"Skåne län"
26136,Landskrona,,,,"Skåne län"
26137,Landskrona,,,,"Skåne län"
26138,Landskrona,,,,"Skåne län"
26139,Landskrona,,,,"Skåne län"
26140,Landskrona,,,,"Skåne län"
26141,Landskrona,,,,"Skåne län"
26142,Landskrona,,,,"Skåne län"
26143,Landskrona,,,,"Skåne län"
26144,Landskrona,,,,"Skåne län"
26145,Landskrona,,,,"Skåne län"
26146,Landskrona,,,,"Skåne län"
26147,Landskrona,,,,"Skåne län"
26151,Landskrona,,,,"Skåne län"
26152,Landskrona,,,,"Skåne län"
26153,Landskrona,,,,"Skåne län"
26160,Landskrona,,,,"Skåne län"
26161,Landskrona,,,,"Skåne län"
26162,Glumslöv,,,,"Skåne län"
26163,Glumslöv,,,,"Skåne län"
26165,Landskrona,,,,"Skåne län"
26171,Landskrona,,,,"Skåne län"
26175,Asmundtorp,,,,"Skåne län"
26176,Asmundtorp,,,,"Skåne län"
26180,Landskrona,,,,"Skåne län"
26191,Landskrona,,,,"Skåne län"
26192,Landskrona,,,,"Skåne län"
26193,Landskrona,,,,"Skåne län"
26194,Landskrona,,,,"Skåne län"
26195,"Sankt Ibb",,,,"Skåne län"
26873,Billeberga,,,,"Skåne län"
26874,Billeberga,,,,"Skåne län"
25002,Helsingborg,,,,"Skåne län"
25003,Helsingborg,,,,"Skåne län"
25004,Helsingborg,,,,"Skåne län"
25005,Helsingborg,,,,"Skåne län"
25006,Helsingborg,,,,"Skåne län"
25007,Helsingborg,,,,"Skåne län"
25008,Helsingborg,,,,"Skåne län"
25009,Helsingborg,,,,"Skåne län"
25013,Helsingborg,,,,"Skåne län"
25014,Helsingborg,,,,"Skåne län"
25015,Helsingborg,,,,"Skåne län"
25016,Råå,,,,"Skåne län"
25018,Helsingborg,,,,"Skåne län"
25019,Helsingborg,,,,"Skåne län"
25020,Helsingborg,,,,"Skåne län"
25022,Helsingborg,,,,"Skåne län"
25023,Helsingborg,,,,"Skåne län"
25024,Helsingborg,,,,"Skåne län"
25025,Helsingborg,,,,"Skåne län"
25053,Helsingborg,,,,"Skåne län"
25054,Helsingborg,,,,"Skåne län"
25100,Helsingborg,,,,"Skåne län"
25101,Helsingborg,,,,"Skåne län"
25106,Helsingborg,,,,"Skåne län"
25107,Helsingborg,,,,"Skåne län"
25108,Helsingborg,,,,"Skåne län"
25109,Helsingborg,,,,"Skåne län"
25110,Helsingborg,,,,"Skåne län"
25111,Helsingborg,,,,"Skåne län"
25112,Helsingborg,,,,"Skåne län"
25113,Helsingborg,,,,"Skåne län"
25114,Helsingborg,,,,"Skåne län"
25181,Helsingborg,,,,"Skåne län"
25182,Ramlösa,,,,"Skåne län"
25183,Helsingborg,,,,"Skåne län"
25184,Helsingborg,,,,"Skåne län"
25185,Helsingborg,,,,"Skåne län"
25187,Helsingborg,,,,"Skåne län"
25188,Helsingborg,,,,"Skåne län"
25189,Helsingborg,,,,"Skåne län"
25200,Helsingborg,,,,"Skåne län"
25201,Helsingborg,,,,"Skåne län"
25202,Helsingborg,,,,"Skåne län"
25208,Helsingborg,,,,"Skåne län"
25218,Helsingborg,,,,"Skåne län"
25219,Helsingborg,,,,"Skåne län"
25220,Helsingborg,,,,"Skåne län"
25221,Helsingborg,,,,"Skåne län"
25222,Helsingborg,,,,"Skåne län"
25223,Helsingborg,,,,"Skåne län"
25224,Helsingborg,,,,"Skåne län"
25225,Helsingborg,,,,"Skåne län"
25226,Helsingborg,,,,"Skåne län"
25227,Helsingborg,,,,"Skåne län"
25228,Helsingborg,,,,"Skåne län"
25229,Helsingborg,,,,"Skåne län"
25230,Helsingborg,,,,"Skåne län"
25231,Helsingborg,,,,"Skåne län"
25232,Helsingborg,,,,"Skåne län"
25233,Helsingborg,,,,"Skåne län"
25234,Helsingborg,,,,"Skåne län"
25236,Helsingborg,,,,"Skåne län"
25237,Helsingborg,,,,"Skåne län"
25238,Helsingborg,,,,"Skåne län"
25240,Helsingborg,,,,"Skåne län"
25241,Helsingborg,,,,"Skåne län"
25244,Helsingborg,,,,"Skåne län"
25245,Helsingborg,,,,"Skåne län"
25246,Helsingborg,,,,"Skåne län"
25247,Helsingborg,,,,"Skåne län"
25248,Helsingborg,,,,"Skåne län"
25249,Helsingborg,,,,"Skåne län"
25250,Helsingborg,,,,"Skåne län"
25251,Helsingborg,,,,"Skåne län"
25252,Helsingborg,,,,"Skåne län"
25263,Helsingborg,,,,"Skåne län"
25266,Helsingborg,,,,"Skåne län"
25267,Helsingborg,,,,"Skåne län"
25268,Helsingborg,,,,"Skåne län"
25269,Råå,,,,"Skåne län"
25270,Råå,,,,"Skåne län"
25271,Råå,,,,"Skåne län"
25275,Helsingborg,,,,"Skåne län"
25276,Helsingborg,,,,"Skåne län"
25277,Helsingborg,,,,"Skåne län"
25278,Helsingborg,,,,"Skåne län"
25279,Helsingborg,,,,"Skåne län"
25280,Helsingborg,,,,"Skåne län"
25284,Helsingborg,,,,"Skåne län"
25285,Helsingborg,,,,"Skåne län"
25286,Helsingborg,,,,"Skåne län"
25300,Helsingborg,,,,"Skåne län"
25301,Helsingborg,,,,"Skåne län"
25302,Helsingborg,,,,"Skåne län"
25341,Valläkra,,,,"Skåne län"
25342,Vallåkra,,,,"Skåne län"
25351,Påarp,,,,"Skåne län"
25352,Påarp,,,,"Skåne län"
25353,Påarp,,,,"Skåne län"
25354,Mörarp,,,,"Skåne län"
25355,Mörarp,,,,"Skåne län"
25356,Mörarp,,,,"Skåne län"
25360,Ramlösa,,,,"Skåne län"
25361,Helsingborg,,,,"Skåne län"
25362,Helsingborg,,,,"Skåne län"
25368,Helsingborg,,,,"Skåne län"
25373,Gantofta,,,,"Skåne län"
25374,Helsingborg,,,,"Skåne län"
25375,Helsingborg,,,,"Skåne län"
25400,Helsingborg,,,,"Skåne län"
25401,Helsingborg,,,,"Skåne län"
25402,Helsingborg,,,,"Skåne län"
25403,Ödåkra,,,,"Skåne län"
25404,Ödåkra,,,,"Skåne län"
25408,Helsingborg,,,,"Skåne län"
25420,Helsingborg,,,,"Skåne län"
25421,Helsingborg,,,,"Skåne län"
25422,Helsingborg,,,,"Skåne län"
25423,Helsingborg,,,,"Skåne län"
25424,Helsingborg,,,,"Skåne län"
25426,Helsingborg,,,,"Skåne län"
25430,Helsingborg,,,,"Skåne län"
25431,Helsingborg,,,,"Skåne län"
25433,Helsingborg,,,,"Skåne län"
25434,Helsingborg,,,,"Skåne län"
25435,Helsingborg,,,,"Skåne län"
25436,Helsingborg,,,,"Skåne län"
25437,Helsingborg,,,,"Skåne län"
25438,Helsingborg,,,,"Skåne län"
25439,Helsingborg,,,,"Skåne län"
25440,Helsingborg,,,,"Skåne län"
25441,Helsingborg,,,,"Skåne län"
25442,Helsingborg,,,,"Skåne län"
25443,Helsingborg,,,,"Skåne län"
25444,Helsingborg,,,,"Skåne län"
25445,Helsingborg,,,,"Skåne län"
25446,Helsingborg,,,,"Skåne län"
25447,Helsingborg,,,,"Skåne län"
25448,Helsingborg,,,,"Skåne län"
25450,Helsingborg,,,,"Skåne län"
25451,Helsingborg,,,,"Skåne län"
25452,Helsingborg,,,,"Skåne län"
25453,Helsingborg,,,,"Skåne län"
25454,Helsingborg,,,,"Skåne län"
25455,Helsingborg,,,,"Skåne län"
25456,Helsingborg,,,,"Skåne län"
25457,Helsingborg,,,,"Skåne län"
25458,Helsingborg,,,,"Skåne län"
25459,Helsingborg,,,,"Skåne län"
25460,Helsingborg,,,,"Skåne län"
25461,Helsingborg,,,,"Skåne län"
25462,Helsingborg,,,,"Skåne län"
25463,Helsingborg,,,,"Skåne län"
25464,Helsingborg,,,,"Skåne län"
25465,Helsingborg,,,,"Skåne län"
25466,Helsingborg,,,,"Skåne län"
25467,Helsingborg,,,,"Skåne län"
25468,Helsingborg,,,,"Skåne län"
25469,Ödåkra,,,,"Skåne län"
25470,Kattarp,,,,"Skåne län"
25471,Hasslarp,,,,"Skåne län"
25472,Ödåkra,,,,"Skåne län"
25473,Ödåkra,,,,"Skåne län"
25474,ödakra,,,,"Skåne län"
25475,Ödåkra,,,,"Skåne län"
25476,Allerum,,,,"Skåne län"
25477,Fleninge,,,,"Skåne län"
25478,Domsten,,,,"Skåne län"
25481,Helsingborg,,,,"Skåne län"
25482,Helsingborg,,,,"Skåne län"
25483,Helsingborg,,,,"Skåne län"
25484,Helsingborg,,,,"Skåne län"
25591,Helsingborg,,,,"Skåne län"
25592,Helsingborg,,,,"Skåne län"
25600,Helsingborg,,,,"Skåne län"
25654,Ramlösa,,,,"Skåne län"
25655,Helsingborg,,,,"Skåne län"
25656,Helsingborg,,,,"Skåne län"
25657,Ramlösa,,,,"Skåne län"
25658,Helsingborg,,,,"Skåne län"
25659,Helsingborg,,,,"Skåne län"
25661,Helsingborg,,,,"Skåne län"
25662,Helsingborg,,,,"Skåne län"
25663,Helsingborg,,,,"Skåne län"
25664,Helsingborg,,,,"Skåne län"
25665,Helsingborg,,,,"Skåne län"
25666,Helsingborg,,,,"Skåne län"
25667,Helsingborg,,,,"Skåne län"
25668,Helsingborg,,,,"Skåne län"
25669,Helsingborg,,,,"Skåne län"
25671,Helsingborg,,,,"Skåne län"
25721,Rydebäck,,,,"Skåne län"
25730,Rydebäck,,,,"Skåne län"
25731,Rydebäck,,,,"Skåne län"
25732,Rydebäck,,,,"Skåne län"
25733,Rydebäck,,,,"Skåne län"
26022,Tågarp,,,,"Skåne län"
26030,Vallåkra,,,,"Skåne län"
26033,Påarp,,,,"Skåne län"
26034,Mörarp,,,,"Skåne län"
26035,Ödåkra,,,,"Skåne län"
26036,Ödåkra-Väla,,,,"Skåne län"
26038,Kattarp,,,,"Skåne län"
26051,Ekeby,,,,"Skåne län"
26703,Ekeby,,,,"Skåne län"
26775,Ekeby,,,,"Skåne län"
26776,Ekeby,,,,"Skåne län"
26777,Ekeby,,,,"Skåne län"
26875,Tågarp,,,,"Skåne län"
26041,Nyhamnsläge,,,,"Skåne län"
26042,Mölle,,,,"Skåne län"
26043,Arild,,,,"Skåne län"
26300,Höganäs,,,,"Skåne län"
26302,Jonstorp,,,,"Skåne län"
26303,Viken,,,,"Skåne län"
26321,Höganäs,,,,"Skåne län"
26322,Höganäs,,,,"Skåne län"
26323,Höganäs,,,,"Skåne län"
26325,Höganäs,,,,"Skåne län"
26331,Höganäs,,,,"Skåne län"
26332,Höganäs,,,,"Skåne län"
26333,Höganäs,,,,"Skåne län"
26334,Höganäs,,,,"Skåne län"
26336,Höganäs,,,,"Skåne län"
26337,Höganäs,,,,"Skåne län"
26338,Höganäs,,,,"Skåne län"
26339,Höganäs,,,,"Skåne län"
26351,Höganäs,,,,"Skåne län"
26352,Lerberget,,,,"Skåne län"
26353,Lerberget,,,,"Skåne län"
26354,Lerberget,,,,"Skåne län"
26357,Höganäs,,,,"Skåne län"
26358,Höganäs,,,,"Skåne län"
26361,Viken,,,,"Skåne län"
26362,Viken,,,,"Skåne län"
26363,Viken,,,,"Skåne län"
26364,Viken,,,,"Skåne län"
26365,Viken,,,,"Skåne län"
26371,Jonstorp,,,,"Skåne län"
26372,Skäret,,,,"Skåne län"
26373,Arild,,,,"Skåne län"
26375,Nyhamnsläge,,,,"Skåne län"
26376,Nyhamnsläge,,,,"Skåne län"
26377,MÖLLE,,,,"Skåne län"
26382,Höganäs,,,,"Skåne län"
26383,Höganäs,,,,"Skåne län"
26391,Höganäs,,,,"Skåne län"
26392,Jonstorp,,,,"Skåne län"
26393,Höganäs,,,,"Skåne län"
26394,Mjöhult,,,,"Skåne län"
26395,Farhult,,,,"Skåne län"
24030,Marieholm,,,,"Skåne län"
24032,Flyinge,,,,"Skåne län"
24033,Löberöd,,,,"Skåne län"
24035,Harlösa,,,,"Skåne län"
24036,Stehag,,,,"Skåne län"
24102,Marieholm,,,,"Skåne län"
24103,Billinge,,,,"Skåne län"
24105,Harlösa,,,,"Skåne län"
24110,Eslöv,,,,"Skåne län"
24121,Eslöv,,,,"Skåne län"
24122,Eslöv,,,,"Skåne län"
24123,Eslöv,,,,"Skåne län"
24124,Eslöv,,,,"Skåne län"
24125,Eslöv,,,,"Skåne län"
24126,Eslöv,,,,"Skåne län"
24130,Eslöv,,,,"Skåne län"
24131,Eslöv,,,,"Skåne län"
24132,Eslöv,,,,"Skåne län"
24133,Eslöv,,,,"Skåne län"
24134,Eslöv,,,,"Skåne län"
24135,Eslöv,,,,"Skåne län"
24136,Eslöv,,,,"Skåne län"
24137,Eslöv,,,,"Skåne län"
24138,Eslöv,,,,"Skåne län"
24139,Eslöv,,,,"Skåne län"
24140,Eslöv,,,,"Skåne län"
24161,Löberöd,,,,"Skåne län"
24162,Löberöd,,,,"Skåne län"
24164,Harlösa,,,,"Skåne län"
24165,Harlösa,,,,"Skåne län"
24171,Marieholm,,,,"Skåne län"
24172,MARIEHOLM,,,,"Skåne län"
24174,Stehag,,,,"Skåne län"
24175,Stehag,,,,"Skåne län"
24180,Eslöv,,,,"Skåne län"
24181,Eslöv,,,,"Skåne län"
24191,Eslöv,,,,"Skåne län"
24192,Eslöv,,,,"Skåne län"
24193,Eslöv,,,,"Skåne län"
24194,Eslöv,,,,"Skåne län"
24195,Billinge,,,,"Skåne län"
24196,Stockamöllan,,,,"Skåne län"
24729,Flyinge,,,,"Skåne län"
24747,Flyinge,,,,"Skåne län"
24793,Flyinge,,,,"Skåne län"
24797,Flyinge,,,,"Skåne län"
26020,Teckomatorp,,,,"Skåne län"
26802,Teckomatorp,,,,"Skåne län"
26871,Teckomatorp,,,,"Skåne län"
26872,Teckomatorp,,,,"Skåne län"
27021,Glemmingebro,,,,"Skåne län"
27022,Köpingebro,,,,"Skåne län"
27035,Blentarp,,,,"Skåne län"
27100,Ystad,,,,"Skåne län"
27101,Ystad,,,,"Skåne län"
27102,Ystad,,,,"Skåne län"
27121,Ystad,,,,"Skåne län"
27122,Ystad,,,,"Skåne län"
27123,Ystad,,,,"Skåne län"
27124,Ystad,,,,"Skåne län"
27125,Ystad,,,,"Skåne län"
27131,Ystad,,,,"Skåne län"
27132,Ystad,,,,"Skåne län"
27133,Ystad,,,,"Skåne län"
27134,Ystad,,,,"Skåne län"
27135,Ystad,,,,"Skåne län"
27136,Ystad,,,,"Skåne län"
27137,Ystad,,,,"Skåne län"
27138,Ystad,,,,"Skåne län"
27139,Ystad,,,,"Skåne län"
27140,Ystad,,,,"Skåne län"
27141,Ystad,,,,"Skåne län"
27142,Ystad,,,,"Skåne län"
27143,Ystad,,,,"Skåne län"
27144,Ystad,,,,"Skåne län"
27145,Ystad,,,,"Skåne län"
27150,Ystad,,,,"Skåne län"
27151,Ystad,,,,"Skåne län"
27152,Ystad,,,,"Skåne län"
27153,Ystad,,,,"Skåne län"
27154,Ystad,,,,"Skåne län"
27155,Ystad,,,,"Skåne län"
27156,Ystad,,,,"Skåne län"
27160,Ystad,,,,"Skåne län"
27174,Glemmingbro,,,,"Skåne län"
27175,Glemmingebro,,,,"Skåne län"
27176,Löderup,,,,"Skåne län"
27177,Löderup,,,,"Skåne län"
27178,Löderup,,,,"Skåne län"
27180,Ystad,,,,"Skåne län"
27181,Ystad,,,,"Skåne län"
27182,Ystad,,,,"Skåne län"
27183,Ystad,,,,"Skåne län"
27191,Ystad,,,,"Skåne län"
27192,Ystad,,,,"Skåne län"
27193,Ystad,,,,"Skåne län"
27194,Ystad,,,,"Skåne län"
27195,Ystad,,,,"Skåne län"
27196,Ystad,,,,"Skåne län"
27197,Ystad,,,,"Skåne län"
27198,Ystad,,,,"Skåne län"
27199,Ystad,,,,"Skåne län"
27462,Rydsgård,,,,"Skåne län"
27562,Blentarp,,,,"Skåne län"
27563,Blentarp,,,,"Skåne län"
27564,Blentarp,,,,"Skåne län"
27572,Blentarp,,,,"Skåne län"
27640,Löderup,,,,"Skåne län"
27645,Löderup,,,,"Skåne län"
27646,Löderup,,,,"Skåne län"
23103,Trelleborg,,,,"Skåne län"
23105,Smygehamn,,,,"Skåne län"
23106,Beddingestrand,,,,"Skåne län"
23108,Anderslöv,,,,"Skåne län"
23110,Trelleborg,,,,"Skåne län"
23121,Trelleborg,,,,"Skåne län"
23122,Trelleborg,,,,"Skåne län"
23123,Trelleborg,,,,"Skåne län"
23124,Trelleborg,,,,"Skåne län"
23125,Trelleborg,,,,"Skåne län"
23127,Trelleborg,,,,"Skåne län"
23132,Trelleborg,,,,"Skåne län"
23133,Trelleborg,,,,"Skåne län"
23134,Trelleborg,,,,"Skåne län"
23136,Trelleborg,,,,"Skåne län"
23138,Trelleborg,,,,"Skåne län"
23142,Trelleborg,,,,"Skåne län"
23143,Trelleborg,,,,"Skåne län"
23144,Trelleborg,,,,"Skåne län"
23145,Trelleborg,,,,"Skåne län"
23151,Trelleborg,,,,"Skåne län"
23152,Trelleborg,,,,"Skåne län"
23153,Trelleborg,,,,"Skåne län"
23154,Trelleborg,,,,"Skåne län"
23155,Trelleborg,,,,"Skåne län"
23156,Trelleborg,,,,"Skåne län"
23161,Trelleborg,,,,"Skåne län"
23162,Trelleborg,,,,"Skåne län"
23163,Trelleborg,,,,"Skåne län"
23164,Trelleborg,,,,"Skåne län"
23165,Trelleborg,,,,"Skåne län"
23166,Trelleborg,,,,"Skåne län"
23168,Trelleborg,,,,"Skåne län"
23169,Skegrie,,,,"Skåne län"
23170,Anderslöv,,,,"Skåne län"
23172,Anderslöv,,,,"Skåne län"
23173,Anderslöv,,,,"Skåne län"
23175,Beddingestrand,,,,"Skåne län"
23176,Beddingestrand,,,,"Skåne län"
23178,Smygehamn,,,,"Skåne län"
23179,Smygehamn,,,,"Skåne län"
23181,Trelleborg,,,,"Skåne län"
23183,Trelleborg,,,,"Skåne län"
23185,Trelleborg,,,,"Skåne län"
23187,Trelleborg,,,,"Skåne län"
23191,Trelleborg,,,,"Skåne län"
23192,Trelleborg,,,,"Skåne län"
23193,Trelleborg,,,,"Skåne län"
23194,Trelleborg,,,,"Skåne län"
23195,Trelleborg,,,,"Skåne län"
23196,Trelleborg,,,,"Skåne län"
23197,Klagstorp,,,,"Skåne län"
23198,Klagstorp,,,,"Skåne län"
23199,Klagstorp,,,,"Skåne län"
29010,Tollarp,,,,"Skåne län"
29011,Linderöd,,,,"Skåne län"
29030,Kristianstad,,,,"Skåne län"
29031,Kristianstad,,,,"Skåne län"
29032,Kristianstad,,,,"Skåne län"
29033,Kristianstad,,,,"Skåne län"
29034,Fjälkinge,,,,"Skåne län"
29037,Arkelstorp,,,,"Skåne län"
29038,"Villands Vånga",,,,"Skåne län"
29050,Kristianstad,,,,"Skåne län"
29051,Kristianstad,,,,"Skåne län"
29062,Vilshult,,,,"Skåne län"
